id,nps_text,
909,KB si neváží stálých a dlouholetých klientů nenabízí jim nic lepšího než nové příchozím !,
910,Vzdy mi vysli vstric i v tech nejkomplikovanejsich situacich. ,
911,Na K.B. v Sokolově při jednání jsem byl vždy spokojený a mé dotazy byly vyřešeny k mé spokojenosti. Váš pracovník pan Kolda se mi věnoval s noblesou,
912,Intuitivně,
913,Spolehlivé služby,
914,Pokaždé mi pomohli vyřešit problém který jsem potřebovala,
915,Vse ok,
916,Zrušit poplatky,
917,Ne všude jsou vkladomaty v bankomatech,
918,ok,
919,Prostě jsem spokojena se vším.  Krásné Vánoce a úspěšný rok 2020. Lenka Lokvencová,
920,jsem spokojena když jsem něco potřebovala vždy mě bylo vyhověno Krčmová,
921,Som na 100% spokojny. ,
922,Profesionální a individuální přístup k zakázníkovi,
923,"Dobrý den, Vážení, když jsem si chtěl u Vás založit účet, tak mě Váš kontrolní systém nutil změnit můj originální, autentický a vlastnoruční podpis. S tím jsem samozřejmě nemohl souhlasit. S přáním hezkých svátků, Kpt. Dipl. Ing. Jiří Vrátníček",
924,Perfektní služby,
925,Navštívila jsem pobočku a dlouho si mne nikdo nevšiml,
926,Protože v Česku je hodně bank,
927,Pobočka KB v Moravském Krumlově se ruší. 'Nahradí'  ji vkladový bankomat,
928,Spokojenost,
929,Uvítal bych nižší poplatky za vedení účtu ,
930,Služby výborné,
931,Dvěma slovy: Žádný Problém :),
932,Snadná aplikace Výhodný studentský účet  Rychlý převod peněz ,
933,Nemusím chodit do kamenné banky.,
934,Nijak nepřevratné produkty pro běžného smrtelnika.,
935,dokonalý je jen bůh,
936,vzhovuje mi,
937,Vstřícná komunikace,
938,Jsem spokojená s vedením účtu,
939,zbytečně složité přihlašování do internetového bankovnictví.,
940,Jsem se službami banky spokojená.,
941,Dobré služby až na internetové bankovnictví.,
942,Rychlost a ochota a snaha pomoci,
943,Nic nefunguje jak má,
944,JEDNODUŠE SPOKOJENA,
945,Spíš se jedná o mé obecné výhrady k oboru bankovnictví a nadnárodním společnostem. Jinak oblastní pobočky jako v Boskovicích hodnotím především pro příležitostné návštěvy např. za účelem hotovostních služeb velmi příhodné,-).
946,"V KB jsem klientem od r. 1990 a nikdy jsem neměla důvod banku měnit . Jsem spokojená se službami banky i se svým bankovním poradcem paní Janou Zemánkovou. Na banku jsem nezanevřela ani po tom co jsem ji opustila coby bývalý zaměstanec, pracovala jsem tady 19 let, ale to, že jsem odešla neznamenalo, že bych měla odejít i jako klient. Jsem opravdu spokojená. ",
947,Nelze se korektně přihlasít do mojebanka.cz z prohlížeče Safari na MacOS.,
948,Nejsem s bankou spokojeny. Jsem klientem 20 let a nedostal jsem ani půjčku. Akorat jste mi udělaly finanční ujmu,
949,Poplatek za výběr z bakomatu,
950, malá produktová znalost zaměstnanců. Je na nich vidět,
951,Co chcete 10?,
952,Nelíbí se mi rušení Vašich poboček. Dokonce uvažuji o změně banky.,
953,Vysoké úroky,
954,Neusnout na vavřínech,
955,jsem spokojená s přístupem poradců ale nevyšli jste mi vstříc ohledně kontokorentů,
956,Poplatky.,
957,Velká spokojenost s vyřizováním a ochotou u přepážky.I internetové bankovnictví bez problému.,
958,Spokojen dlouhodobě ,
959,Jsou lehce nad průměrem ,
960,Dobrý den,
961,v jiných bankách je vedení účtu bez poplatků,
962,kolega mi tvrdí že jeho air banka má víc výhod,
963,Poplatek za vedení účtu ,
964,Protože spolipráce funguje prakticky bez problémů.,
965,Spolehlivost,
966,v komercni bance jsem dlouho a vystridal jsem nekolik bankovnich poradcu.zatim se mi jevi ta posledni jako nejlepsi.velky prehled a znalost bankovnich operaci.kontakt s klienty,
967,Absence pokladen na pobočkách....,
968,Velka sit bankomatu a pobocek,
969,"- nepodepsal jsem gdpr pro marketing, ale v systému je uvedeno, že ano; - při sjednávání půjčky mi nebyl nabídknut nízký, musel jsem si říct, pak se o něco snížil, ale stejně byl jiný než v reklamě, prý to víc nejde; - častá plánovaná nefunkčnost internet bankingu - když potřebujete vy změnit bankovního poradce, tak si mě přehazujete, jak se vám to hodí, když chci změnit já, tak musím za tím původním a podepisovat papír; - není možné vyjednat mimořádnou splátku na jiné pobočce než u svého bankovního poradce; - nemožnost v mobilní bance změnit si pořadí produktů, takže pro spořící účet musím skrolovat;  některé zásadní věci, které jsem vypsal, mi přijdou hrozné, ale jinak jsem byl spokojen ",
970,Na pobočkách mi chybí ochota a úsměv,
971,Protože už jsem doporučovala,
972,Kompletní nabídka služeb,
973,Protože jsem tam leta pracoval a její postupy znám (nebo očekávám),
974,Jsem spokojen ze službama. ,
975,Vsechno hodnotim kladne,
976,Mám účet ještě u jiné banky,
977,výborná mobilní aplikace  ochota pomoci při problémech ,
978,Chybi bezkontaktni bankomaty,
979,Otevřene a rychle řešení mych problemu.,
980,Spokojenost,
981,IB po update je dobre,
982,Velka nabidka produktu,
983,spořící účet má velmi nízkou úrokovou sazbu,
984,Vše ok,
985,dostalu jsme se v minusu.a dokud sme se dozvedeli prisli pikuty.500 jsme zaplatili.a dcera mela detsky.a kdyz jsem se zeptal proc pan co tam pracoval Kb Benesov byl jeste arogantni.to je teda uroven.,
986,Skvělé služby,
987,Když jsme potřebovali pomoc,
988,Nikdy jsem neměla problém. Nemám,
989,Nevim o tom ze mam banku,
990,Nemám s bankou žádný problém,
991,drahé služby,
992,"Poplatky za hypotéku, které se nedají zrušit. neustálé obtěžování ohledně fixace hypotéky. asi 7x.",
993,Hodnotím 10 protože jsem opravdu spokojená se službami KB. Špičková Dagmar.,
994,"Poplatky za vedení účtu, které většina konkurence zrušila. ",
995,Jsem velmi spokojená-ale spořící účet je žalostný- nenaspoří skoro nic.,
996,spolehlivost,
997,Byl jsem prostě velice spokojen,
998,Celkově jsem se službami spokojen. Jen si myslím,
999,Jsem léta spokojená bez větších výhrad,
1000,Jsem naprosto spokojen.,
